Condition,Price,Location,Time,Model,Year,Category
REUSE,1800,Kandal,21-Mar-23,KTM 640 LC4 Enduro,2004,Enduro / offroad
New,1200,PhnomPenh,20-Mar-23,KTM 640 LC4 Enduro,2005,Cross / motocross
REUSE,250,PhnomPenh,20-Mar-23,KTM 640 LC4 Enduro,2006,Enduro / offroad
REUSE,1400,SiemReab,14-Mar-23,KTM 640 LC4 Enduro,2007,Enduro / offroad
REUSE,750,PhnomPenh,13-Mar-23,KTM 640 LC4 SM Supermoto,2004,Super motard
REUSE,550,PhnomPenh,12-Mar-23,KTM 640 LC4 SMC Black,2005,Super motard
New,1280,PhnomPenh,10-Mar-23,KTM 640 LC4 SMC Orange,2005,Super motard
REUSE,750,BateayMeanChey,09-Mar-23,KTM 640 LC4 SUPERMOTO PRESTIGE,2004,Super motard
REUSE,1000,PhnomPenh,03-Mar-23,KTM 640 LC4 Supermoto,2003,Super motard
REUSE,690,PhnomPenh,18-Feb-23,KTM 640 LC4 Supermoto,2007,Super motard
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 640 LC4 Supermoto Black,2006,Super motard
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 640 LC4 Supermoto Orange,2006,Super motard
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 640 LC4-E,2000,Enduro / offroad
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 640 SuperMoto,2000,Super motard
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 65 SX,2003,"Minibike, cross"
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 65 SX,2004,"Minibike, sport"
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 65 SX,2005,"Minibike, cross"
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 65 SX,2006,"Minibike, cross"
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 65 SX,2007,"Minibike, cross"
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 65 SX,2008,"Minibike, cross"
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 65 SX,2009,"Minibike, cross"
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 65 SX,2010,"Minibike, cross"
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 65 SX,2011,"Minibike, cross"
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 65 SX,2012,"Minibike, cross"
REUSE,320,KampangCham,09-May-23,KTM 65 SX,2013,Cross / motocross
REUSE,450,PhnomPenh,08-May-23,KTM 65 SX,2014,Cross / motocross
REUSE,830,PhnomPenh,06-May-23,KTM 65 SX,2015,Cross / motocross
REUSE,1299,PhnomPenh,06-May-23,KTM 65 SX,2016,Cross / motocross
REUSE,500,PhnomPenh,03-May-23,KTM 65 SX,2017,Cross / motocross
REUSE,480,PhnomPenh,02-May-23,KTM 65 SX,2018,Cross / motocross
REUSE,330,Takeo,02-May-23,KTM 65 SX,2019,Cross / motocross
REUSE,420,PhnomPenh,01-May-23,KTM 65 SX ,2021,"Minibike, cross"
REUSE,680,Battambang,30-Apr-23,KTM 65 SX ,2022,"Minibike, cross"
REUSE,750,PhnomPenh,27-Apr-23,KTM 660 LC4 Rally Factory Replica,2003,Enduro / offroad
REUSE,1580,SiemReab,25-Apr-23,KTM 660 SMC,2003,Super motard
New,650,PhnomPenh,20-Apr-23,KTM 660 SMC,2004,Super motard
New,1200,PhnomPenh,20-Apr-23,KTM 660 SMC,2006,Super motard
REUSE,1580,PhnomPenh,08-Apr-23,KTM 660 SMC,2007,Super motard
REUSE,400,PhnomPenh,03-Apr-23,KTM 660 Supermoto Factory Replica,2003,Enduro / offroad
REUSE,1800,Kandal,21-Mar-23,KTM 690 ABS Duke,2014,Naked bike
New,1200,PhnomPenh,20-Mar-23,KTM 690 Duke,2008,Naked bike
REUSE,250,PhnomPenh,20-Mar-23,KTM 690 Duke,2009,Naked bike
REUSE,1400,SiemReab,14-Mar-23,KTM 690 Duke,2010,Naked bike
REUSE,750,PhnomPenh,13-Mar-23,KTM 690 Duke,2011,Naked bike
REUSE,550,PhnomPenh,12-Mar-23,KTM 690 Duke,2012,Naked bike
New,1280,PhnomPenh,10-Mar-23,KTM 690 Duke,2013,Naked bike
REUSE,750,BateayMeanChey,09-Mar-23,KTM 690 Duke,2016,Naked bike
REUSE,1000,PhnomPenh,03-Mar-23,KTM 690 Duke,2017,Naked bike
REUSE,690,PhnomPenh,18-Feb-23,KTM 690 Duke,2018,Naked bike
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke,2019,Naked bike
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke ABS,2015,Naked bike
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke R,2010,Naked bike
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke R,2011,Naked bike
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke R,2013,Naked bike
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke R,2016,Naked bike
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke R,2017,Naked bike
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke R ABS,2014,Naked bike
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Duke R ABS,2015,Naked bike
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 690 Enduro,2008,Enduro / offroad
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 690 Enduro,2009,Enduro / offroad
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 690 Enduro,2010,Enduro / offroad
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 690 Enduro,2011,Enduro / offroad
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 690 Enduro R,2009,Enduro / offroad
REUSE,320,KampangCham,09-May-23,KTM 690 Enduro R,2010,Enduro / offroad
REUSE,450,PhnomPenh,08-May-23,KTM 690 Enduro R,2011,Enduro / offroad
REUSE,830,PhnomPenh,06-May-23,KTM 690 Enduro R,2012,Enduro / offroad
REUSE,1299,PhnomPenh,06-May-23,KTM 690 Enduro R,2013,Enduro / offroad
REUSE,500,PhnomPenh,03-May-23,KTM 690 Enduro R,2014,Enduro / offroad
REUSE,480,PhnomPenh,02-May-23,KTM 690 Enduro R,2015,Enduro / offroad
REUSE,330,Takeo,02-May-23,KTM 690 Enduro R,2016,Enduro / offroad
REUSE,420,PhnomPenh,01-May-23,KTM 690 Enduro R,2017,Enduro / offroad
REUSE,680,Battambang,30-Apr-23,KTM 690 Enduro R,2018,Enduro / offroad
REUSE,750,PhnomPenh,27-Apr-23,KTM 690 Enduro R,2019,Enduro / offroad
REUSE,1580,SiemReab,25-Apr-23,KTM 690 Enduro R,2020,Enduro / offroad
New,650,PhnomPenh,20-Apr-23,KTM 690 Enduro R,2021,Enduro / offroad
New,1200,PhnomPenh,20-Apr-23,KTM 690 LC4 Rally Replica,2008,Enduro / offroad
REUSE,1580,PhnomPenh,08-Apr-23,KTM 690 Rally Replica,2009,Enduro / offroad
REUSE,400,PhnomPenh,03-Apr-23,KTM 690 Rally Replica,2010,Enduro / offroad
REUSE,1800,Kandal,21-Mar-23,KTM 690 SMC,2008,Super motard
New,1200,PhnomPenh,20-Mar-23,KTM 690 SMC,2009,Super motard
REUSE,250,PhnomPenh,20-Mar-23,KTM 690 SMC,2010,Super motard
REUSE,1400,SiemReab,14-Mar-23,KTM 690 SMC,2011,Super motard
REUSE,750,PhnomPenh,13-Mar-23,KTM 690 SMC R,2012,Super motard
REUSE,550,PhnomPenh,12-Mar-23,KTM 690 SMC R,2013,Super motard
New,1280,PhnomPenh,10-Mar-23,KTM 690 SMC R,2014,Super motard
REUSE,750,BateayMeanChey,09-Mar-23,KTM 690 SMC R,2016,Super motard
REUSE,1000,PhnomPenh,03-Mar-23,KTM 690 SMC R,2017,Super motard
REUSE,690,PhnomPenh,18-Feb-23,KTM 690 SMC R,2018,Super motard
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 SMC R,2019,Super motard
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 SMC R,2020,Super motard
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 SMC R,2021,Super motard
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 SMC R ABS,2015,Super motard
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Supermoto,2007,Super motard
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Supermoto,2008,Super motard
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Supermoto,2009,Super motard
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Supermoto Limited Edition,2010,Super motard
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 690 Supermoto Limited Edition,2011,Super motard
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 690 Supermoto R,2008,Super motard
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 690 Supermoto R,2009,Super motard
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 790 Adventure,2019,Allround
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 790 Adventure,2020,Allround
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 790 Adventure R ,2019,Allround
REUSE,320,KampangCham,09-May-23,KTM 790 Adventure R ,2020,Allround
REUSE,450,PhnomPenh,08-May-23,KTM 790 Adventure R Prototype,2018,Prototype / concept model
REUSE,830,PhnomPenh,06-May-23,KTM 790 Duke,2018,Naked bike
REUSE,1299,PhnomPenh,06-May-23,KTM 790 Duke,2019,Naked bike
REUSE,500,PhnomPenh,03-May-23,KTM 790 Duke,2020,Naked bike
REUSE,480,PhnomPenh,02-May-23,KTM 790 Duke L,2020,Naked bike
REUSE,330,Takeo,02-May-23,KTM 790 Duke Prototype,2017,Prototype / concept model
REUSE,420,PhnomPenh,01-May-23,KTM 85 SX,2003,Prototype / concept model
REUSE,680,Battambang,30-Apr-23,KTM 85 SX,2004,"Minibike, sport"
REUSE,750,PhnomPenh,27-Apr-23,KTM 85 SX,2006,"Minibike, cross"
REUSE,1580,SiemReab,25-Apr-23,KTM 85 SX,2019,Cross / motocross
New,650,PhnomPenh,20-Apr-23,KTM 85 SX (17-14),2005,"Minibike, cross"
New,1200,PhnomPenh,20-Apr-23,KTM 85 SX (17-14),2006,"Minibike, cross"
REUSE,1580,PhnomPenh,08-Apr-23,KTM 85 SX (19-16),2005,"Minibike, cross"
REUSE,400,PhnomPenh,03-Apr-23,KTM 85 SX 17-14,2007,"Minibike, cross"
REUSE,1800,Kandal,21-Mar-23,KTM 85 SX 17-14,2008,"Minibike, cross"
New,1200,PhnomPenh,20-Mar-23,KTM 85 SX 17-14,2009,"Minibike, cross"
REUSE,250,PhnomPenh,20-Mar-23,KTM 85 SX 17-14,2010,"Minibike, cross"
REUSE,1400,SiemReab,14-Mar-23,KTM 85 SX 17-14,2011,"Minibike, cross"
REUSE,750,PhnomPenh,13-Mar-23,KTM 85 SX 17-14,2012,"Minibike, cross"
REUSE,550,PhnomPenh,12-Mar-23,KTM 85 SX 17-14,2013,Cross / motocross
New,1280,PhnomPenh,10-Mar-23,KTM 85 SX 17-14,2014,Cross / motocross
REUSE,750,BateayMeanChey,09-Mar-23,KTM 85 SX 17-14,2015,Cross / motocross
REUSE,1000,PhnomPenh,03-Mar-23,KTM 85 SX 17-14,2016,Cross / motocross
REUSE,690,PhnomPenh,18-Feb-23,KTM 85 SX 17-14,2017,Cross / motocross
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 17-14,2018,Cross / motocross
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 17-14,2021,Cross / motocross
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 17-14,2022,Cross / motocross
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 19-16,2007,"Minibike, cross"
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 19-16,2008,"Minibike, cross"
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 19-16,2009,"Minibike, cross"
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 19-16,2010,"Minibike, cross"
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 19-16,2011,"Minibike, cross"
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 85 SX 19-16,2012,"Minibike, cross"
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 85 SX 19-16,2013,Cross / motocross
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 85 SX 19-16,2015,Cross / motocross
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 85 SX 19-16,2016,Cross / motocross
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 85 SX 19-16,2017,Cross / motocross
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 85 SX 19-16,2018,Cross / motocross
REUSE,320,KampangCham,09-May-23,KTM 85 SX 19-16,2020,Cross / motocross
REUSE,450,PhnomPenh,08-May-23,KTM 85 SX 19-16,2021,Cross / motocross
REUSE,830,PhnomPenh,06-May-23,KTM 85 SX 19-16,2022,Cross / motocross
REUSE,1299,PhnomPenh,06-May-23,KTM 890 Adventure ,2021,Enduro / offroad
REUSE,500,PhnomPenh,03-May-23,KTM 890 Adventure L,2021,Enduro / offroad
REUSE,480,PhnomPenh,02-May-23,KTM 890 Adventure R,2021,Enduro / offroad
REUSE,330,Takeo,02-May-23,KTM 890 Adventure R Rally,2021,Enduro / offroad
REUSE,420,PhnomPenh,01-May-23,KTM 890 Duke ,2021,Naked bike
REUSE,680,Battambang,30-Apr-23,KTM 890 Duke L,2021,Naked bike
REUSE,750,PhnomPenh,27-Apr-23,KTM 890 Duke R,2020,Naked bike
REUSE,1580,SiemReab,25-Apr-23,KTM 890 Duke R,2021,Naked bike
New,650,PhnomPenh,20-Apr-23,KTM 950 Adventure,2004,Enduro / offroad
New,1200,PhnomPenh,20-Apr-23,KTM 950 Adventure Black,2005,Enduro / offroad
REUSE,1580,PhnomPenh,08-Apr-23,KTM 950 Adventure Black,2006,Enduro / offroad
REUSE,400,PhnomPenh,03-Apr-23,KTM 950 Adventure Orange,2005,Enduro / offroad
REUSE,1800,Kandal,21-Mar-23,KTM 950 Adventure Orange,2006,Enduro / offroad
New,1200,PhnomPenh,20-Mar-23,KTM 950 Adventure S,2003,Enduro / offroad
REUSE,250,PhnomPenh,20-Mar-23,KTM 950 Adventure S,2005,Enduro / offroad
REUSE,1400,SiemReab,14-Mar-23,KTM 950 Adventure S,2006,Enduro / offroad
REUSE,750,PhnomPenh,13-Mar-23,KTM 950 Adventure Silver - Orange - Black,2004,Enduro / offroad
REUSE,550,PhnomPenh,12-Mar-23,KTM 950 Duke,2003,Prototype / concept model
New,1280,PhnomPenh,10-Mar-23,KTM 950 Super Enduro R,2006,Enduro / offroad
REUSE,750,BateayMeanChey,09-Mar-23,KTM 950 Super Enduro R,2007,Enduro / offroad
REUSE,1000,PhnomPenh,03-Mar-23,KTM 950 Super Enduro R,2008,Enduro / offroad
REUSE,690,PhnomPenh,18-Feb-23,KTM 950 Supermoto,2007,Super motard
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 950 Supermoto Black,2006,Super motard
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 950 Supermoto Orange,2006,Super motard
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 950 Supermoto R,2008,Super motard
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Adventure,2007,Enduro / offroad
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Adventure,2008,Enduro / offroad
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Adventure,2009,Enduro / offroad
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Adventure,2010,Enduro / offroad
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Adventure,2011,Super motard
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Adventure,2012,Super motard
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 990 Adventure,2013,Super motard
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 990 Adventure Black,2006,Enduro / offroad
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 990 Adventure Dakar,2011,Super motard
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 990 Adventure Orange,2006,Enduro / offroad
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 990 Adventure R,2009,Enduro / offroad
REUSE,320,KampangCham,09-May-23,KTM 990 Adventure R,2010,Enduro / offroad
REUSE,450,PhnomPenh,08-May-23,KTM 990 Adventure R,2011,Super motard
REUSE,830,PhnomPenh,06-May-23,KTM 990 Adventure R,2012,Super motard
REUSE,1299,PhnomPenh,06-May-23,KTM 990 Adventure R,2013,Super motard
REUSE,500,PhnomPenh,03-May-23,KTM 990 Adventure S,2006,Enduro / offroad
REUSE,480,PhnomPenh,02-May-23,KTM 990 Adventure S,2007,Enduro / offroad
REUSE,330,Takeo,02-May-23,KTM 990 Adventure S,2008,Enduro / offroad
REUSE,420,PhnomPenh,01-May-23,KTM 990 Duke RR,2006,Naked bike
REUSE,680,Battambang,30-Apr-23,KTM 990 SM R,2013,Super motard
REUSE,750,PhnomPenh,27-Apr-23,KTM 990 SM T,2013,Super motard
REUSE,1580,SiemReab,25-Apr-23,KTM 990 Super Duke,2007,Naked bike
New,650,PhnomPenh,20-Apr-23,KTM 990 Super Duke,2008,Naked bike
New,1200,PhnomPenh,20-Apr-23,KTM 990 Super Duke,2009,Naked bike
REUSE,1580,PhnomPenh,08-Apr-23,KTM 990 Super Duke,2010,Naked bike
REUSE,400,PhnomPenh,03-Apr-23,KTM 990 Super Duke,2011,Naked bike
REUSE,1800,Kandal,21-Mar-23,KTM 990 Super Duke Black,2005,Naked bike
New,1200,PhnomPenh,20-Mar-23,KTM 990 Super Duke Orange,2005,Naked bike
REUSE,250,PhnomPenh,20-Mar-23,KTM 990 Super Duke R,2009,Naked bike
REUSE,1400,SiemReab,14-Mar-23,KTM 990 Super Duke R,2010,Naked bike
REUSE,750,PhnomPenh,13-Mar-23,KTM 990 Super Duke R,2012,Naked bike
REUSE,550,PhnomPenh,12-Mar-23,KTM 990 Super Duke R,2013,Naked bike
New,1280,PhnomPenh,10-Mar-23,KTM 990 Super DukeTitanium,2006,Naked bike
REUSE,750,BateayMeanChey,09-Mar-23,KTM 990 Superduke Black,2006,Naked bike
REUSE,1000,PhnomPenh,03-Mar-23,KTM 990 Superduke Orange,2006,Naked bike
REUSE,690,PhnomPenh,18-Feb-23,KTM 990 Superduke R,2008,Naked bike
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto,2008,Super motard
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto,2009,Super motard
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto,2010,Super motard
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto,2011,Super motard
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto R,2009,Super motard
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto R,2010,Super motard
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto R,2011,Super motard
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto R,2012,Super motard
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM 990 Supermoto T,2009,Super motard
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 990 Supermoto T,2010,Super motard
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 990 Supermoto T,2011,Super motard
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM 990 Supermoto T,2012,Super motard
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Adventure,1997,Enduro / offroad
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Adventure,1998,Allround
REUSE,320,KampangCham,09-May-23,KTM Adventure R 640,1999,Enduro / offroad
REUSE,450,PhnomPenh,08-May-23,KTM Comet Grand Prix 125 RS,1975,Naked bike
REUSE,830,PhnomPenh,06-May-23,KTM Comet Grand Prix 125 RS,1976,Sport
REUSE,1299,PhnomPenh,06-May-23,KTM Duke II 640,2001,Super motard
REUSE,500,PhnomPenh,03-May-23,KTM EXC 125,1999,Enduro / offroad
REUSE,480,PhnomPenh,02-May-23,KTM EXC 125,2000,Enduro / offroad
REUSE,330,Takeo,02-May-23,KTM EXC 200,2001,Enduro / offroad
REUSE,420,PhnomPenh,01-May-23,KTM EXC 300,1995,Enduro / offroad
REUSE,680,Battambang,30-Apr-23,KTM EXC 400,2001,Enduro / offroad
REUSE,750,PhnomPenh,27-Apr-23,KTM EXC 525,2003,Enduro / offroad
REUSE,1580,SiemReab,25-Apr-23,KTM EXE 125,2000,Enduro / offroad
New,650,PhnomPenh,20-Apr-23,KTM EXE 125 Enduro,2001,Enduro / offroad
New,1200,PhnomPenh,20-Apr-23,KTM EXE 125 Supermoto,2001,Super motard
REUSE,1580,PhnomPenh,08-Apr-23,KTM Enduro 125 VC,1987,Classic
REUSE,400,PhnomPenh,03-Apr-23,KTM Enduro 125 VC,1988,Enduro / offroad
REUSE,1800,Kandal,21-Mar-23,KTM Enduro 125 VC,1989,Enduro / offroad
New,1200,PhnomPenh,20-Mar-23,KTM Enduro 125 VC,1990,Allround
REUSE,250,PhnomPenh,20-Mar-23,KTM Enduro 125 VC,1991,Enduro / offroad
REUSE,1400,SiemReab,14-Mar-23,KTM Enduro 125 VC,1992,Unspecified category
REUSE,750,PhnomPenh,13-Mar-23,KTM Enduro 250 TVC,1990,Enduro / offroad
REUSE,550,PhnomPenh,12-Mar-23,KTM Enduro 250 TVC,1991,Enduro / offroad
New,1280,PhnomPenh,10-Mar-23,KTM Enduro 250 TVC,1992,Enduro / offroad
REUSE,750,BateayMeanChey,09-Mar-23,KTM Enduro 250 VC,1987,Enduro / offroad
REUSE,1000,PhnomPenh,03-Mar-23,KTM Enduro 250 VC,1988,Enduro / offroad
REUSE,690,PhnomPenh,18-Feb-23,KTM Enduro 250 VC,1989,Enduro / offroad
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 300 TVC,1991,Enduro / offroad
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 300 TVC,1992,Enduro / offroad
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 300TVC,1990,Enduro / offroad
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 350,1988,Enduro / offroad
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 350,1989,Enduro / offroad
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 350 LC 4,1992,Enduro / offroad
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 400,1987,Enduro / offroad
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 400,1990,Enduro / offroad
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Enduro 600,1993,Unspecified category
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Enduro 600 LC 4,1987,Enduro / offroad
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Enduro 600 LC 4,1988,Enduro / offroad
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Enduro 600 LC 4,1989,Enduro / offroad
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Enduro 600 LC 4,1990,Enduro / offroad
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Enduro 600 LC 4,1991,Enduro / offroad
REUSE,320,KampangCham,09-May-23,KTM Enduro 600 LC 4,1992,Enduro / offroad
REUSE,450,PhnomPenh,08-May-23,KTM Enduro 600 LC 4 (reduced effect),1987,Unspecified category
REUSE,830,PhnomPenh,06-May-23,KTM Enduro 600 LC 4 (reduced effect),1988,Enduro / offroad
REUSE,1299,PhnomPenh,06-May-23,KTM Enduro 600 LC 4 (reduced effect),1989,Enduro / offroad
